forma;parte;score
comida;3;-0.3764
comprar;3;-0.662
conhecimento;3;0.5872
conseguir;3;0.7112
consulta;3;-0.1983
contar;3;0.1833
continuar;3;-0.2388
conversar;3;-0.3307
corpo;3;-0.5294
correr;3;1.5615
correto;3;-0.3969
cortar;3;0.1833
cozinhar;3;1.6499
cru;3;0.3409
cuidado;3;1.0083
câncer;3;-0.9275
danone;3;-0.1322
dentro;3;0.3409
depender;3;0.2733
descobrir;3;-0.3307
desconto;3;-0.1322
deus;3;-0.2504
diagnóstico;3;-0.1983
diarreia;3;0.3409
dieta;3;0.6929
diferente;3;-0.4072
dificuldade;3;-0.5978
digestão;3;2.5537
diminuir;3;0.3737
direto;3;0.6929
doce;3;-0.5725
dor;3;0.6929
dormir;3;1.0083
doutor;3;0.6772
dúvida;3;-0.662
emagrecer;3;0.4358
engasgava;3;-0.0661
engolir;3;0.1833
engordar;3;-0.2005
enjoar;3;-0.4524
entender;3;-0.4986
entrar;3;-0.3307
errado;3;0.4358
específico;3;-0.1983
esperar;3;0.828
essencial;3;0.828
estômago;3;0.6929
evitar;3;-0.1983
exame;3;-0.3307
exemplo;3;-0.2005
experiência;3;1.3963
explicar;3;-0.2788
falado;3;-0.1983
falta;3;-0.2645
fase;3;0.2226
feijão;3;0.1833
final;3;0.4358
forma;3;-0.2645
forte;3;0.2733
forçar;3;-0.9939
fraco;3;-0.1322
frango;3;-0.3307
frente;3;0.4358
fruta;3;-0.9075
funcionar;3;0.5872
furado;3;0.8503
fácil;3;1.7663
ganhar;3;0.6929
garrafa;3;1.5615
gastrostomia;3;-0.4986
geral;3;-0.3307
gostar;3;-0.3592
gosto;3;-0.2005
graça;3;0.2158
grosso;3;-0.1983
higiene;3;-0.3631
hipoclorito;3;-0.662
horrível;3;-0.1983
hospital;3;0.2467
importante;3;1.7663
imunidade;3;-0.5294
incomodar;3;-0.2388
independente;3;1.0083
infecção;3;-0.1983
interessante;3;0.2733
internar;3;-0.4192
intestino;3;1.1167
introdução;3;-0.1983
inventar;3;-0.1983
invocar;3;-0.1322
início;3;1.1167
japonês;3;-0.1983
lado;3;0.3409
legume;3;-0.2504
leite;3;0.3583
lembrar;3;-0.3307
levar;3;0.3409
lidar;3;-0.1983
líquido;3;0.3409
macarrão;3;0.2226
machucar;3;1.3963
magro;3;1.6499
maior;3;0.3737
mal;3;-1.0604
mandar;3;0.2733
manhã;3;-0.2645
manter;3;0.2158
mato;3;-0.1983
medida;3;-0.1983
medo;3;1.8049
melhorar;3;1.2004
menos;3;1.0997
metade;3;-0.0661
metotrexato;3;-0.4631
molho;3;-0.1983
momento;3;0.828
monte;3;-0.1983
moído;3;-0.1983
mudar;3;0.6772
mundo;3;-0.3969
mão;3;0.4358
nariz;3;-0.2645
necessidade;3;0.2826
noite;3;0.2733
notar;3;0.3409
nunca;3;0.6154
nutricionista;3;-0.662
nutrir;3;-0.1983
náusea;3;-0.2818
observar;3;1.4353
oferecer;3;-0.4631
ontem;3;-0.5294
